"Player","Season","DepthTeam","DepthPos","Madden.Rating","ReservePos","PosFFA","fantPts_est","fantPts_IDPG","fantPts_FFTODAY","fantPts_FFA","fantPts_FDATA","fantPts_agg","fantPts"
"Darryl Blackstock",2008,"Cin","SLB",74,NA,NA,NA,NA,65,NA,NA,65,15
"Michael Patterson",2008,"Phi","LDT",84,NA,NA,NA,NA,65,NA,NA,65,47.5
"Cole Beasley",2014,"Dal","LWR",72,NA,"WR",63.2562647216188,NA,46.4,68.3085277777778,70.1,64.9403524070051,80.5
"Markus Wheaton",2017,"Chi","RWR",75,NA,"WR",59.330769366508,NA,36,76.1533333333334,69.8,64.9382906887831,6.6
"Charcandrick West",2016,"Kan","RB",75,NA,"RB",80.9071197413621,NA,47.1,56.5441233766234,57.1,64.8504143726618,80.1
"Whitney Mercilus",2015,"Hou","OLB",80,NA,"LB",46.7442339732347,63.8,68,75.775,NA,64.85,85
"Mewelde Moore",2009,"Pit","RB",73,NA,"RB",51.5797506142857,NA,78.1,78.1,NA,64.8398753071429,53.84
"Demarcus Ware",2015,"Den","WLB",83,NA,"DL;LB",64.1963403328645,65.025,64.25,69.58125,NA,64.83125,46.75
"Linval Joseph",2018,"Min","NT",90,NA,"DL",55.001264892847,62.63,71.25,NA,NA,64.785,NA
"Xavier Rhodes",2016,"Min","RCB",80,NA,"DB",61.5783355078665,NA,64.75,67.4583333333334,NA,64.75,83.25
"Brian Robison",2014,"Min","LDE",86,NA,"DL",52.2323062199481,NA,64.75,NA,NA,64.75,33.75
"Joplo Bartu",2014,"Atl","LB",67,NA,"LB",74.0224380729836,NA,64.75,NA,NA,64.75,73.5
"Carlos Rogers",2013,"Sfo","LCB",90,NA,NA,64.5776782002164,NA,64.75,NA,NA,64.75,54.5
"Ahmad Brooks",2012,"Sfo","LOLB",84,NA,NA,60.1780000679928,NA,64.75,NA,NA,64.75,81
"Anthony Fasano",2008,"Mia","TE",82,NA,"TE",59.5,NA,68,70,NA,64.75,104.4
"Rod Smith",2018,"Dal","RB",71,NA,"RB",65.5643575160505,NA,76.3,62.6591071428572,66,64.7411548863026,NA
"Torrey Smith",2018,"Car","LWR",78,NA,"WR",67.6163612944496,NA,67.8,58.9732285714286,65,64.7353170534426,NA
"Davante Adams",2014,"Gnb","RWR",72,NA,"WR",63.201392289485,NA,37.1,67.7842045454545,65.9,64.7289963748082,81.6
"Demetrius Williams",2008,"Bal","LWR",78,NA,"WR",61.115,NA,71.9,71.9,NA,64.71,30.5
"Jeff Cumberland",2014,"Nyj","TE",76,NA,"TE",71.28358093881,NA,58.8,68.63475,54,64.63944364627,54.2
"Jonathan Hankins",2015,"Nyg","RDT",86,NA,"DL",56.8800792663706,64.955,63.5,75.805,NA,64.59125,30
"Marlon Mack",2017,"Ind","RB",72,NA,"RB",47.705205538929,NA,73.6,81.09,64.9,64.5650685129763,92.8
"Preston Smith",2018,"Was","SLB",78,NA,"DL;LB",64.7961999907501,63.16,68.75,NA,NA,64.5575,NA
"Luke Willson",2016,"Sea","TE",78,NA,"TE",75.7792716915254,NA,61,50.9776785714285,66.9,64.552316754318,32.4
"Branden Oliver",2015,"Sdg","RB",77,NA,"RB",75.585463391013,NA,45.9,64.2146555555555,53.8,64.5333729821895,28.5
"Ross Cockrell",2018,"Car",NA,74.7123101963273,"RES","DB",NA,NA,64.5,NA,NA,64.5,NA
"Calvin Pace",2014,"Nyj","LOLB",78,NA,"LB",61.62135345494,NA,64.5,NA,NA,64.5,52
"Corey Graham",2013,"Bal","RCB",80,NA,NA,63.558426596061,NA,64.5,NA,NA,64.5,96.5
"Albert Haynesworth",2009,"Was","RDT",99,NA,NA,69.7561851789434,NA,64.5,NA,NA,64.5,49.5
"Mark Anderson",2008,"Chi","RDE",84,NA,NA,NA,NA,64.5,NA,NA,64.5,20.5
"Danario Alexander",2012,"Sdg",NA,72.1783733864283,NA,"WR",60.86,NA,NA,71.6,NA,64.44,126.3
"Anthony Fasano",2013,"Kan","TE",80,NA,"TE",66.3665021029688,NA,57.5,62.4466666666667,NA,64.4065843848177,49.5
"Christian Ponder",2011,"Min","QB",73,NA,"QB",76.0351036050646,NA,52.7,52.74,NA,64.3875518025323,135.02
"Garrett Graham",2015,"Hou","TE",74,NA,"TE",65.2179002558574,NA,59.5,68.4284722222223,59.5,64.3821241593599,11
"Greg Little",2011,"Cle","RWR",70,NA,"WR",57.415045948705,NA,78.3,78.3,NA,64.3766972991367,114.9
"Jacob Tamme",2015,"Atl","TE",77,NA,"TE",56.8891992254449,NA,54.3,71.1234027777778,65.1,64.3708673344076,101.2
"Nick Kwiatkoski",2018,"Chi","LILB",78,NA,"LB",79.3112134299151,70.9,44.75,NA,NA,64.3625,NA
"Brandon Lloyd",2008,"Chi","RWR",73,NA,"WR",60.775,NA,69.5,71.5,NA,64.35,61.4
"Benjamin Tate",2011,"Hou","RB",69,NA,"RB",66.8868199644517,NA,61.7,61.7,NA,64.2934099822259,128.5
"Darrius Heyward Bey",2010,"Oak","LWR",68,NA,"WR",49.1596315024455,NA,94.5,94.5,NA,64.273087668297,58.4
"Chris Ivory",2017,"Jax","RB",80,NA,"RB",95.0994022918908,NA,55.1,61.01,36.7,64.2698007639636,74.2
"Michael Vick",2010,"Phi","QB",73,NA,"QB",91.1928945726707,NA,37.3,37.34,NA,64.2664472863353,318.32
"Devon Kennard",2017,"Nyg","SLB",80,NA,"LB",71.1920719495542,NA,64.25,40.5,NA,64.25,48.5
"Alexander Okafor",2015,"Ari","WLB",73,NA,"LB",63.3873052415601,NA,64.25,75.9625,NA,64.25,37.5
"Chris Long",2014,"Lar","LDE",87,NA,"DL",58.0409902759403,NA,64.25,NA,NA,64.25,11.5
"Paul Kruger",2014,"Cle","LOLB",85,NA,"LB",55.9225539623286,NA,64.25,NA,NA,64.25,90
"Brandon Browner",2013,"Sea","RCB",88,NA,NA,72.0774005293144,NA,64.25,NA,NA,64.25,28.25
"Joseph Mays",2013,"Hou","ILB",79.1695182603618,NA,NA,64.2892121583031,NA,64.25,NA,NA,64.25,64.5
"Vince Rey",2017,"Cin","MLB",80,NA,"LB",50.4593366311437,61.7,71.75,47.9083333333333,NA,64.2125,75.25
"Robert Quinn",2018,"Mia","RDE",81,NA,"DL;LB",51.4271150772094,63.8475,65.25,NA,NA,64.198125,NA
"Clay Matthews",2018,"Gnb","LOLB",86,NA,"LB",61.002327726489,65.3825,60.5,NA,NA,64.161875,NA
"Lorenzo Alexander",2018,"Buf","SLB",78,NA,"LB",65.6647715498781,61.9625,70.5,NA,NA,64.096875,NA
"Craig Robertson",2017,"Nor","MLB",77,NA,"LB",89.6587754447058,62.45,69,90.4083333333333,NA,64.0875,94
"Cody Latimer",2014,"Den","RWR",72,NA,"WR",62.0093258957006,NA,43.4,68.215461038961,57.4,64.0780376101207,3.3
"Chris Long",2015,"Lar","LDE",84,NA,"DL",43.063571797697,66.25,57.5,57.55,NA,64.0625,24.5
"Derek Anderson",2009,"Cle","QB",70,NA,"QB",94.3599652303843,NA,33.7,33.74,NA,64.0499826151922,48.32
"Aj Mccarron",2018,"Buf","QB",71,NA,"QB",69.9371496922173,NA,101.6,61.4669714285714,60.66,64.0213737069296,NA
"Desmond Trufant",2018,"Atl","RCB",93,NA,"DB",62.244724971015,NA,64,NA,NA,64,NA
"Michael Thomas",2017,"Mia","SS",68,NA,"DB",43.6448664822082,NA,64,36.325,NA,64,22
"Bene Benwikere",2016,"Car","RCB",80,NA,"DB",74.4054960423433,NA,64,66.0083333333333,NA,64,15.75
"Jeremiah Attaochu",2015,"Sdg","LOLB",73,NA,"LB",58.8760942770888,64,NA,51.5425,NA,64,80
"Cameron Wake",2014,"Mia","LDE",96,NA,"DL",59.9751200565324,NA,64,NA,NA,64,75.75
"Derek Cox",2013,"Sdg","LCB",84,NA,NA,76.8857603814255,NA,64,NA,NA,64,43.25
"Sam Hurd",2008,"Dal","LWR",73,NA,"WR",54.4,NA,64,64,NA,64,1
"Miles Killebrew",2017,"Det","SS",67,NA,"DB",36.4463182279054,70.725,43.75,45.6083333333333,NA,63.98125,51.25
"David Nelson",2011,"Buf","RWR",69,NA,NA,63.9055439414966,NA,NA,NA,NA,63.9055439414966,126.3
"Trent Edwards",2012,"Phi","QB",70,NA,NA,63.8806971326717,NA,NA,NA,NA,63.8806971326717,0.56
"Damon Harrison",2018,"Nyg","NT",95,NA,"DL",62.0710827622823,60.82,73,NA,NA,63.865,NA
"Brian Quick",2012,"Lar","LWR",70,NA,"WR",44.3123929654275,NA,123.5,102.951666666667,NA,63.8588175325073,33.1
"Jaye Howard",2016,"Kan","LDE",83,NA,"DL",56.0862384898343,63.85,63.75,73.6166666666666,NA,63.825,24
"Robert Royal",2008,"Buf","TE",78,NA,"TE",58.65,NA,67,69,NA,63.825,53.6
"Michael Bennett",2017,"Sea","LDE",90,NA,"DL",55.9335933316963,64.01,63.25,73.4833333333333,NA,63.82,62.25
"Tony Scheffler",2010,"Det","TE",74,NA,"TE",53.031007813044,NA,72.6,74.6,NA,63.815503906522,64.3
"Danielle Hunter",2016,"Min","LDE",72,NA,"DL",50.8739113716957,68.25,50.5,67.1916666666666,NA,63.8125,82.75
"Muhammad Wilkerson",2018,"Gnb","LDE",83,NA,"DL",56.5855035527112,61.22,71.5,NA,NA,63.79,NA
"Delone Carter",2011,"Ind","RB",68,NA,"RB",45.9372246842392,NA,81.6,81.6,NA,63.7686123421196,48
"Brandon Carr",2018,"Bal","LCB",80,NA,"DB",59.7074825491362,NA,63.75,NA,NA,63.75,NA
"Dawan Landry",2014,"Nyj","FS",77,NA,"DB",72.1343025792326,NA,63.75,NA,NA,63.75,91.75
"Rodney Mcleod",2014,"Lar","FS",74,NA,"DB",69.6314288128905,NA,63.75,NA,NA,63.75,90.5
"Jacquian Williams",2013,"Nyg","WLB",76,NA,NA,45.1546546696292,NA,63.75,NA,NA,63.75,61.5
"Richard Seymour",2010,"Oak","RDT",92,NA,NA,46.5257866688504,NA,63.75,NA,NA,63.75,64.75
"Derrick Harvey",2009,"Jax","RDE",68,NA,NA,50.7758001288458,NA,63.75,NA,NA,63.75,61.5
"Jerricho Cotchery",2015,"Car","LWR",76,NA,"WR",53.7733940955713,NA,73.6,83.6470813492063,79.2,63.731289846783,87.6
"Jerome Simpson",2013,"Min","RWR",74,NA,"WR",71.0476668946492,NA,35.3,49.0275,NA,63.7076112630995,102.6
"Jarvis Jones",2015,"Pit","ROLB",71,NA,"LB",55.6402538327938,63.6,NA,23.1375,NA,63.6,39.75
"Montario Hardesty",2012,"Cle","RB",72,NA,"RB",66.3293541152741,NA,69.9,60.8283333333333,NA,63.5788437243037,35.7
"Lance Dunbar",2013,"Dal","RB",65,NA,"RB",75.4717862838834,NA,45.9,51.6533333333333,NA,63.5625598086083,22.4
"Stephon Tuitt",2017,"Pit","RDE",83,NA,"DL",54.2568178333296,62.2875,67.25,71.3,NA,63.528125,39.5
"Steven Nelson",2018,"Kan","LCB",77,NA,"DB",59.4300503984742,NA,63.5,NA,NA,63.5,NA
"Charles Johnson",2014,"Car","LDE",88,NA,"DL",62.2441302581664,NA,63.5,NA,NA,63.5,71.25
"Brooks Reed",2012,"Hou","LOLB",79,NA,NA,65.4470238291766,NA,63.5,NA,NA,63.5,36.75
"Parys Haralson",2009,"Sfo","ROLB",76,NA,NA,59.1602999092031,NA,63.5,NA,NA,63.5,61.5
"Joseph Mcknight",2012,"Nyj","RB",73,NA,"RB",67.710337661684,NA,22.6,59.2325,NA,63.471418830842,26.2
"Zach Ertz",2013,"Phi","TE",75,NA,"TE",68.8311581850165,NA,55.5,58.0813333333333,NA,63.4562457591749,88.9
"Albert Young",2010,"Min","RB",69,NA,NA,63.4359894086902,NA,NA,NA,NA,63.4359894086902,5
"Marquise Goodwin",2014,"Buf","LWR",73,NA,"WR",70.0781503255779,NA,53.2,50.1235101010101,40.5,63.4266035840553,5.5
"Andrew Quarless",2014,"Gnb","TE",74,NA,"TE",70.4015418277671,NA,42.5,68.4649090909091,51.4,63.4221503062254,64.8
"Tony Moeaki",2015,"Atl","TE",74,NA,NA,47.3405390684924,NA,NA,71.4,71.4,63.3801796894975,13.3
"Tj Mcdonald",2017,"Mia","FS",76,NA,"DB",54.0808013912056,63.375,NA,NA,NA,63.375,46.25
"Jason Pierre Paul",2015,"Nyg","RDE",89,NA,"DL",42.4954570603359,62.85,64.75,77.725,NA,63.325,35
"Harry Douglas",2011,"Atl","LWR",71,NA,"WR",56.611135797052,NA,76.7,76.7,NA,63.3074238647014,75.6
"Jurrell Casey",2018,"Ten","DT",89,NA,"DL",54.9227714323103,62.13,66.75,NA,NA,63.285,NA
"Ahmad Brooks",2016,"Sfo","LOLB",74,NA,"LB",53.0825461245339,NA,63.25,71.3916666666667,NA,63.25,76
"Darian Stewart",2016,"Den","FS",86,NA,"DB",63.9202514825309,NA,63.25,77.4999999999999,NA,63.25,82.75
"Vinny Curry",2016,"Phi","RDE",79,NA,"DL",29.8518182560399,70.5,41.5,74.15,NA,63.25,33.25
"Danorris Searcy",2014,"Buf","FS",76,NA,"DB",73.2021663620033,NA,63.25,NA,NA,63.25,79.5
"Marcus Gilchrist",2014,"Sdg","SS",77,NA,"DB",67.9437398024225,NA,63.25,NA,NA,63.25,89.25
"Rahim Moore",2014,"Den","FS",85,NA,"DB",63.9818013562091,NA,63.25,NA,NA,63.25,72.5
"Brandon Meriweather",2013,"Was","SS",78,NA,NA,53.0352070993636,NA,63.25,NA,NA,63.25,80.5
"Jurrell Casey",2013,"Ten","RDT",88,NA,NA,58.3329898511211,NA,63.25,NA,NA,63.25,82.75
"Patrick Robinson",2013,"Nor","RCB",78,NA,NA,52.6439736118425,NA,63.25,NA,NA,63.25,1.5
"Ray Edwards",2009,"Min","LDE",75,NA,NA,52.9121574603095,NA,63.25,NA,NA,63.25,83.25
"Linval Joseph",2017,"Min","NT",86,NA,"DL",55.3855421416322,66.2,54.25,65.9333333333333,NA,63.2125,66.75
"Benjamin Cunningham",2015,"Lar","RB",73,NA,"RB",57.2208212703367,NA,77.7,63.424625,68.9,63.1818154234456,52
"Keiland Williams",2012,"Det","RB",69,NA,"RB",74.048416703183,NA,31.5,41.4083333333333,NA,63.1683889132331,6.2
"Dee Ford",2017,"Kan","ROLB",78,NA,"LB",41.081204183378,67.55,50,47.75,NA,63.1625,22.5
"Tony Scheffler",2011,"Det","TE",75,NA,"TE",58.0433135400438,NA,68.2,68.2,NA,63.1216567700219,84.2
"Joshua Huff",2016,"Phi","LWR",70,NA,"WR",73.4942504310721,NA,34.9,42.3155238095238,34.2,63.1013415572227,32.8
"Ernest Wilford",2008,"Mia","LWR",84,NA,"WR",59.585,NA,70.1,70.1,NA,63.09,4
"Alterraun Verner",2016,"Tam","RCB",75,NA,"DB",68.0884894951023,NA,63,65.55,NA,63,22.75
"Dal",2016,"Dal","DST",69,NA,"DST",129.72495317385,NA,86,NA,63,63,91
"Desmond Trufant",2016,"Atl","LCB",90,NA,"DB",63.8559744044199,NA,63,66.9,NA,63,44.75
"Mark Barron",2015,"Lar","SS",78,NA,"DB",59.6142840512622,NA,63,43.4875,NA,63,132.5
"Darius Slay",2014,"Det","RCB",72,NA,"DB",58.8865640685897,NA,63,NA,NA,63,70.5
"Jasper Brinkley",2013,"Ari","ILB",75,NA,NA,76.5104263257726,NA,63,NA,NA,63,30.5
"Paul Kruger",2012,"Bal","LOLB",79,NA,NA,60.4986272637256,NA,63,NA,NA,63,73.25
"Calais Campbell",2010,"Ari","LDE",86,NA,NA,60.5871133445448,NA,63,NA,NA,63,78
"Derrick Morgan",2017,"Ten","LOLB",79,NA,"LB",54.9132801982034,63.9,60.25,38.3833333333334,NA,62.9875,49.75
"Vance Mcdonald",2017,"Pit","TE",78.9691268357805,NA,"TE",65.517206610962,NA,50.1,76.1015277777778,47.2,62.9395781295799,31.8
"Corey Brown",2016,"Car","RWR",76,NA,"WR",73.4879086373612,NA,20.6,41.8366666666667,47.4,62.9374946471297,45.7
"Luke Willson",2018,"Det","TE",77,NA,"TE",55.2257167329339,NA,61.1,71.5517209385045,62,62.9258125571462,NA
"Derek Wolfe",2017,"Den","LDE",81,NA,"DL",51.115987409623,61.65,66.75,63.0666666666667,NA,62.925,33.5
"Devard Darling",2008,"Kan","RWR",77,NA,"WR",59.415,NA,67.9,69.9,NA,62.91,39.2
"Cooper Kupp",2017,"Lar","LWR",74,NA,"WR",58.2098253061208,NA,88.1,72.2826666666667,78.8,62.9007724263028,145.9
"Ahman Green",2008,"Hou","RB",82,NA,"RB",57.8,NA,68,68,NA,62.9,56.1
"Devontae Booker",2017,"Den","RB",73,NA,"RB",55.2289956936579,NA,54.7,71.6799999999999,61.6,62.8363318978859,76.4
"Leonard Williams",2018,"Nyj","LDE",84,NA,"DL",54.2465072271575,62.84,62.75,NA,NA,62.8175,NA
"Jacoby Ford",2013,"Oak","LWR",74,NA,"WR",58.6673000987676,NA,74.3,71.0401666666667,NA,62.791588954734,15.9
"Kendell Beckwith",2018,"Tam","SLB",75,NA,"LB",42.1546578523353,58.865,74.5,NA,NA,62.77375,NA
"Chris Harris",2018,"Den","RCB",88,NA,"DB",58.5978808314993,NA,62.75,NA,NA,62.75,NA
"Patrick Robinson",2018,"Nor","RCB",83,NA,"DB",50.2200221895098,NA,62.75,NA,NA,62.75,NA
"Anthony Brown",2017,"Dal","RCB",79,NA,"DB",54.3476339921771,NA,62.75,36.5083333333333,NA,62.75,75
"Joshua Shaw",2017,"Cin","LCB",72,NA,"DB",37.0801132285737,NA,62.75,55.7583333333333,NA,62.75,36.5
"Prince Amukamara",2017,"Chi","LCB",81,NA,"DB",63.285298628162,NA,62.75,54.7,NA,62.75,52
"Craig Robertson",2015,"Cle","RILB",79,NA,"LB",60.3234450427673,NA,62.75,67.6625,NA,62.75,59.75
"Kyle Wilber",2014,"Dal","SLB",72,NA,"LB",62.0130595324498,NA,62.75,NA,NA,62.75,28.25
"Carlos Dunlap",2013,"Cin","LDE",89,NA,NA,82.9450036863118,NA,62.75,NA,NA,62.75,94.75
"Haloti Ngata",2012,"Bal","RDT",97,NA,NA,59.9315843683657,NA,62.75,NA,NA,62.75,58
"Stanford Routt",2012,"Kan","RCB",84,NA,NA,61.6525790445479,NA,62.75,NA,NA,62.75,32.5
"Anthony Hargrove",2010,"Nor","LDT",74,NA,NA,30.8785382904988,NA,62.75,NA,NA,62.75,38.5
"Steve Smith",2012,"Lar","LWR",77,NA,NA,62.6232191175947,NA,79.6,NA,NA,62.6232191175947,20.1
"Dominic Rhodes",2008,"Ind","RB",83,NA,"RB",57.545,NA,65.7,67.7,NA,62.6225,160.5
"Vernon Davis",2018,"Was","TE",83,NA,"TE",51.2278155717152,NA,76.9,79.9916785714286,56.5,62.5731647143812,NA
"Zach Miller",2010,"Jax","TE",68,NA,"TE",37.8894136375603,NA,33.5,87.25,NA,62.5697068187801,38.5
"Anthony Fasano",2014,"Kan","TE",82,NA,"TE",69.3540764654801,NA,51.7,62.2470303030303,56.1,62.5670355895035,59.1
"Senderrick Marks",2015,"Jax","DT",87,NA,"DL",23.07231238634,62.56,NA,71.25,NA,62.56,8.5
"Nickell Robey Coleman",2018,"Lar","RCB",82,NA,"DB",53.2321017558813,NA,62.5,NA,NA,62.5,NA
"Trevor Williams",2018,"Sdg","RCB",83,NA,"DB",62.9889321040907,NA,62.5,NA,NA,62.5,NA
"Will Parks",2018,"Den","FS",74,NA,"DB",42.3614340481006,NA,62.5,NA,NA,62.5,NA
"Clay Matthews",2017,"Gnb","LOLB",82,NA,"LB",58.3982429840425,NA,62.5,66.4166666666666,NA,62.5,68.25
"Elandon Roberts",2017,"Nwe","SLB",75,NA,"LB",46.6457836727613,NA,62.5,31.5666666666667,NA,62.5,66.5
"Derrick Morgan",2016,"Ten","LOLB",81,NA,"LB",56.2287973570625,63,61,70.5666666666667,NA,62.5,53.5
"Everson Griffen",2014,"Min","RDE",83,NA,"DL",64.2959850705262,NA,62.5,NA,NA,62.5,89.5
"Johnthan Banks",2014,"Tam","RCB",75,NA,"DB",42.956935578366,NA,62.5,NA,NA,62.5,72.5
"Paul Kruger",2013,"Cle","LOLB",87,NA,NA,68.595805347868,NA,62.5,NA,NA,62.5,59.25
"Chester Rogers",2018,"Ind","LWR",74,NA,"WR",55.2659284854143,NA,66,76.8474281475379,60.7,62.4597617061221,NA
"Jerheme Urban",2011,"Kan","LWR",67,NA,"WR",61.5800028800599,NA,64.2,64.2,NA,62.4533352533733,12.2
"Chris Redman",2010,"Atl","QB",69,NA,NA,62.3367994177411,NA,17.1,NA,NA,62.3367994177411,0.7
"Corey Liuget",2017,"Sdg","DT",80,NA,"DL",40.3976040202871,61.35,65.25,56.125,NA,62.325,30.75
"Emmanuel Ogbah",2017,"Cle","DE",74,NA,"DL;LB",55.6691327110842,62.65,61.25,75.1,NA,62.3,53.5
"Dennis Northcutt",2009,"Det","LWR",79.4725952517333,NA,"WR",71.1460050136296,NA,44.6,44.6,NA,62.2973366757531,59.2
"Charles Clay",2013,"Mia","TE",77,NA,"RB;TE",74.2498101857095,NA,50.5,50.2775,NA,62.2636550928548,153.9
"Michael Hilton",2018,"Pit","LCB",78,NA,"DB",55.3784961833311,NA,62.25,NA,NA,62.25,NA
"Damarious Randall",2017,"Gnb","RCB",77,NA,"DB",50.7438961186251,NA,62.25,NA,NA,62.25,74
"Yannick Ngakoue",2017,"Jax","LDE",77,NA,"DL",58.4977561013074,NA,62.25,57.0166666666667,NA,62.25,82
"Brandon Flowers",2016,"Sdg","LCB",78,NA,"DB",53.8865797699013,NA,62.25,41.1916666666667,NA,62.25,44.25
"Darrelle Revis",2015,"Nyj","LCB",97,NA,"DB",65.1089846389655,NA,62.25,71.035,NA,62.25,65.75
"David Hawthorne",2013,"Nor","LILB",80,NA,NA,75.9469440453955,NA,62.25,NA,NA,62.25,93
"Will Allen",2013,"Dal","SS",69,NA,NA,43.1819453313028,NA,62.25,NA,NA,62.25,52
"Brian Robison",2012,"Min","LDE",86,NA,NA,52.3975738078267,NA,62.25,NA,NA,62.25,68.25
"Osi Umenyiora",2012,"Nyg","RDE",88,NA,NA,44.6977193805978,NA,62.25,NA,NA,62.25,60
"Sean Smith",2012,"Mia","LCB",79,NA,NA,58.6381505050066,NA,62.25,NA,NA,62.25,78.5
"Raheem Brock",2008,"Ind","LDT",82,NA,NA,NA,NA,62.25,NA,NA,62.25,44.25
"Jabaal Sheard",2017,"Ind","OLB/R",79,NA,"DL;LB",55.9647084711102,63.7,57.75,49.8083333333333,NA,62.2125,69.75
"Nick Foles",2013,"Phi","QB",75,NA,"QB",68.9727190317548,NA,41.5,55.3845,NA,62.1786095158774,261.74
"Travis Benjamin",2013,"Cle","LWR",68,NA,"WR",70.005445489903,NA,23.5,46.3825,NA,62.131130326602,23.5
"Daunte Culpepper",2009,"Det","QB",72,NA,"QB",71.95489704638,NA,48.3,52.28,NA,62.11744852319,52.9
"Desean Jackson",2008,"Phi","LWR",78,NA,"WR",58.65,NA,69,69,NA,62.1,154.8
"Kyle Williams",2017,"Buf","DT",87,NA,"DL",48.3717904256491,61.95,62.5,63.5166666666666,NA,62.0875,48.6
"Colt Mccoy",2012,"Cle","QB",75,NA,"QB",89.6721442649195,NA,3.2,34.4526666666667,NA,62.0624054657931,8.66
"Brandon Jackson",2008,"Gnb","RB",81,NA,"RB",58.565,NA,68.9,68.9,NA,62.01,67.3
"Artie Burns",2017,"Pit","RCB",78,NA,"DB",80.8007758760673,NA,62,46.6083333333333,NA,62,66.75
"Chris Conte",2017,"Tam","S",71,NA,"DB",28.0570833333333,NA,62,33.0083333333333,NA,62,86.25
"Vontae Davis",2014,"Ind","RCB",92,NA,"DB",65.5310045244558,NA,62,NA,NA,62,71
"Brian Rolle",2012,"Phi","WLB",71,NA,NA,47.1728310221802,NA,62,NA,NA,62,4
"James Hall",2011,"Lar","RDE",82,NA,NA,43.0329467152424,NA,62,NA,NA,62,63
"Kyle Vanden Bosch",2011,"Det","RDE",80,NA,NA,56.0889483528575,NA,62,NA,NA,62,66.5
"Jeff Cumberland",2013,"Nyj","TE",76,NA,"TE",69.1628246409574,NA,38.2,54.81,NA,61.9864123204787,76.8
"Michael Gallup",2018,"Dal","LWR",73,NA,"WR",54.5661177741918,NA,77.9,76.7776549510069,119.7,61.9699634997968,NA
"Cordarrelle Patterson",2018,"Nwe","LWR",76,NA,"WR",68.174731487126,NA,45,49.5387857142856,35.3,61.9627495628459,NA
"Dan Herron",2015,"Ind","RB",75,NA,"RB",72.2190325632057,NA,NA,41.4166666666667,80.7,61.9515772643594,19.1
"Evan Moore",2011,"Cle","TE",75,NA,"TE",55.6677067815055,NA,68.2,68.2,NA,61.9338533907527,73.4
"Denard Robinson",2014,"Jax","RB",69,NA,"RB;WR",53.7858894571583,NA,84.5,76.3986111111111,55.6,61.9281668560898,102.1
"Robert Turbin",2016,"Ind","RB",75,NA,"RB",78.3698302078045,NA,63.6,51.3419047619048,56,61.9039116565698,95.3
"Leonard Pope",2011,"Kan","TE",75,NA,"TE",47.7833776147783,NA,76,76,NA,61.8916888073891,42.7
"Aqib Talib",2017,"Den","LCB",94,NA,"DB",68.7867633553465,60.175,67,57.95,NA,61.88125,43.25
"Solomon Thomas",2018,"Sfo","LDE",78,NA,"DL",60.5637215936448,60.335,66.25,NA,NA,61.81375,NA
"Julius Peppers",2016,"Gnb","LOLB",86,NA,"LB",59.4516891038599,62.75,59,64.6416666666667,NA,61.8125,48.25
"Keenan Allen",2013,"Sdg","RWR",74,NA,"WR",52.4223833994659,NA,66.7,80.4825,NA,61.7757555996439,186.1
"Lance Kendricks",2015,"Lar","TE",78,NA,"TE",61.4753034198429,NA,63.6,60.2492361111111,63.6,61.774846510318,49
"Branden Oliver",2017,"Sdg","RB",79,NA,"RB",68.4346142307739,NA,45.9,59.7599999999999,57.1,61.7648714102579,13.9
"Jordy Nelson",2009,"Gnb","LWR",69,NA,"WR",68.6275439045948,NA,48,48,NA,61.7516959363965,55
"Cordrea Tankersley",2018,"Mia","LCB",74,NA,"DB",34.4879299469949,NA,61.75,NA,NA,61.75,NA
"Dre Kirkpatrick",2017,"Cin","LCB",78,NA,"DB",54.6089629681532,NA,61.75,59.1916666666667,NA,61.75,70.25
"Nickell Robey Coleman",2015,"Buf","RCB",74,NA,"DB",51.0894999502445,NA,61.75,35.6625,NA,61.75,47
"Tarell Brown",2014,"Oak","RCB",86,NA,"DB",55.4570721049853,NA,61.75,NA,NA,61.75,53
"Jason Jones",2011,"Ten","RDE",84,NA,NA,61.2606733081654,NA,61.75,NA,NA,61.75,36.5
"Malcom Floyd",2009,"Sdg","LWR",73,NA,"WR",72.2672750921582,NA,40.7,40.7,NA,61.7448500614388,106.1
"Brandon Coleman",2017,"Nor","LWR",72,NA,"WR",58.5229029021977,NA,52.4,68.175,61.5,61.7402686014651,61.9
"Brian Leonard",2010,"Cin","FB",70,NA,"RB",56.695,NA,66.7,66.7,NA,61.6975,35.8
"Brent Grimes",2013,"Mia","LCB",89,NA,NA,61.6727434737438,NA,82.5,NA,NA,61.6727434737438,86.5
"Michael Thomas",2012,"Jax","RWR",75,NA,"WR",73.0331179849249,NA,20,38.9,NA,61.6554119899499,31.5
"Michael Johnson",2016,"Cin","RDE",79,NA,"DL",51.0252655794965,64.45,53.25,65.825,NA,61.65,53.75
"Lance Dunbar",2015,"Dal","RB",74,NA,"RB",47.9617539853367,NA,62.7,62.3615404230164,74.6,61.6410981361177,38.7
"Colin Kaepernick",2011,"Sfo","QB",70,NA,"QB",63.0081061055725,NA,60.3,60.26,NA,61.6340530527862,1.2
"Charles Johnson",2016,"Min","RWR",74,NA,"WR",66.5097644209526,NA,60.5,51.7534285714285,76.1,61.5909858044446,33.2
